lightB,lightG,lightR,CC0_CamB,CC0_CamG,CC0_CamR,CC0_Est_diagB,CC0_Est_diagG,CC0_Est_diagR,CC0_Est_pcaB,CC0_Est_pcaG,CC0_Est_pcaR,CC0_Est_jdB,CC0_Est_jdG,CC0_Est_jdR,CC1_CamB,CC1_CamG,CC1_CamR,CC1_Est_diagB,CC1_Est_diagG,CC1_Est_diagR,CC1_Est_pcaB,CC1_Est_pcaG,CC1_Est_pcaR,CC1_Est_jdB,CC1_Est_jdG,CC1_Est_jdR,CC2_CamB,CC2_CamG,CC2_CamR,CC2_Est_diagB,CC2_Est_diagG,CC2_Est_diagR,CC2_Est_pcaB,CC2_Est_pcaG,CC2_Est_pcaR,CC2_Est_jdB,CC2_Est_jdG,CC2_Est_jdR,CC3_CamB,CC3_CamG,CC3_CamR,CC3_Est_diagB,CC3_Est_diagG,CC3_Est_diagR,CC3_Est_pcaB,CC3_Est_pcaG,CC3_Est_pcaR,CC3_Est_jdB,CC3_Est_jdG,CC3_Est_jdR,CC4_CamB,CC4_CamG,CC4_CamR,CC4_Est_diagB,CC4_Est_diagG,CC4_Est_diagR,CC4_Est_pcaB,CC4_Est_pcaG,CC4_Est_pcaR,CC4_Est_jdB,CC4_Est_jdG,CC4_Est_jdR,CC5_CamB,CC5_CamG,CC5_CamR,CC5_Est_diagB,CC5_Est_diagG,CC5_Est_diagR,CC5_Est_pcaB,CC5_Est_pcaG,CC5_Est_pcaR,CC5_Est_jdB,CC5_Est_jdG,CC5_Est_jdR,CC6_CamB,CC6_CamG,CC6_CamR,CC6_Est_diagB,CC6_Est_diagG,CC6_Est_diagR,CC6_Est_pcaB,CC6_Est_pcaG,CC6_Est_pcaR,CC6_Est_jdB,CC6_Est_jdG,CC6_Est_jdR,CC7_CamB,CC7_CamG,CC7_CamR,CC7_Est_diagB,CC7_Est_diagG,CC7_Est_diagR,CC7_Est_pcaB,CC7_Est_pcaG,CC7_Est_pcaR,CC7_Est_jdB,CC7_Est_jdG,CC7_Est_jdR,CC8_CamB,CC8_CamG,CC8_CamR,CC8_Est_diagB,CC8_Est_diagG,CC8_Est_diagR,CC8_Est_pcaB,CC8_Est_pcaG,CC8_Est_pcaR,CC8_Est_jdB,CC8_Est_jdG,CC8_Est_jdR,CC9_CamB,CC9_CamG,CC9_CamR,CC9_Est_diagB,CC9_Est_diagG,CC9_Est_diagR,CC9_Est_pcaB,CC9_Est_pcaG,CC9_Est_pcaR,CC9_Est_jdB,CC9_Est_jdG,CC9_Est_jdR,CC10_CamB,CC10_CamG,CC10_CamR,CC10_Est_diagB,CC10_Est_diagG,CC10_Est_diagR,CC10_Est_pcaB,CC10_Est_pcaG,CC10_Est_pcaR,CC10_Est_jdB,CC10_Est_jdG,CC10_Est_jdR,CC11_CamB,CC11_CamG,CC11_CamR,CC11_Est_diagB,CC11_Est_diagG,CC11_Est_diagR,CC11_Est_pcaB,CC11_Est_pcaG,CC11_Est_pcaR,CC11_Est_jdB,CC11_Est_jdG,CC11_Est_jdR,CC12_CamB,CC12_CamG,CC12_CamR,CC12_Est_diagB,CC12_Est_diagG,CC12_Est_diagR,CC12_Est_pcaB,CC12_Est_pcaG,CC12_Est_pcaR,CC12_Est_jdB,CC12_Est_jdG,CC12_Est_jdR,CC13_CamB,CC13_CamG,CC13_CamR,CC13_Est_diagB,CC13_Est_diagG,CC13_Est_diagR,CC13_Est_pcaB,CC13_Est_pcaG,CC13_Est_pcaR,CC13_Est_jdB,CC13_Est_jdG,CC13_Est_jdR,CC14_CamB,CC14_CamG,CC14_CamR,CC14_Est_diagB,CC14_Est_diagG,CC14_Est_diagR,CC14_Est_pcaB,CC14_Est_pcaG,CC14_Est_pcaR,CC14_Est_jdB,CC14_Est_jdG,CC14_Est_jdR,CC15_CamB,CC15_CamG,CC15_CamR,CC15_Est_diagB,CC15_Est_diagG,CC15_Est_diagR,CC15_Est_pcaB,CC15_Est_pcaG,CC15_Est_pcaR,CC15_Est_jdB,CC15_Est_jdG,CC15_Est_jdR,CC16_CamB,CC16_CamG,CC16_CamR,CC16_Est_diagB,CC16_Est_diagG,CC16_Est_diagR,CC16_Est_pcaB,CC16_Est_pcaG,CC16_Est_pcaR,CC16_Est_jdB,CC16_Est_jdG,CC16_Est_jdR,CC17_CamB,CC17_CamG,CC17_CamR,CC17_Est_diagB,CC17_Est_diagG,CC17_Est_diagR,CC17_Est_pcaB,CC17_Est_pcaG,CC17_Est_pcaR,CC17_Est_jdB,CC17_Est_jdG,CC17_Est_jdR,CC18_CamB,CC18_CamG,CC18_CamR,CC18_Est_diagB,CC18_Est_diagG,CC18_Est_diagR,CC18_Est_pcaB,CC18_Est_pcaG,CC18_Est_pcaR,CC18_Est_jdB,CC18_Est_jdG,CC18_Est_jdR,CC19_CamB,CC19_CamG,CC19_CamR,CC19_Est_diagB,CC19_Est_diagG,CC19_Est_diagR,CC19_Est_pcaB,CC19_Est_pcaG,CC19_Est_pcaR,CC19_Est_jdB,CC19_Est_jdG,CC19_Est_jdR,CC20_CamB,CC20_CamG,CC20_CamR,CC20_Est_diagB,CC20_Est_diagG,CC20_Est_diagR,CC20_Est_pcaB,CC20_Est_pcaG,CC20_Est_pcaR,CC20_Est_jdB,CC20_Est_jdG,CC20_Est_jdR,CC21_CamB,CC21_CamG,CC21_CamR,CC21_Est_diagB,CC21_Est_diagG,CC21_Est_diagR,CC21_Est_pcaB,CC21_Est_pcaG,CC21_Est_pcaR,CC21_Est_jdB,CC21_Est_jdG,CC21_Est_jdR,CC22_CamB,CC22_CamG,CC22_CamR,CC22_Est_diagB,CC22_Est_diagG,CC22_Est_diagR,CC22_Est_pcaB,CC22_Est_pcaG,CC22_Est_pcaR,CC22_Est_jdB,CC22_Est_jdG,CC22_Est_jdR,CC23_CamB,CC23_CamG,CC23_CamR,CC23_Est_diagB,CC23_Est_diagG,CC23_Est_diagR,CC23_Est_pcaB,CC23_Est_pcaG,CC23_Est_pcaR,CC23_Est_jdB,CC23_Est_jdG,CC23_Est_jdR,
0,0,0,3.80278,3.77028,4.36639,25.9038,156.781,142.415,44.4535,91.2888,132.933,44.5557,89.9932,130.553,4.62861,4.74528,6.7075,3.9581,255,4.98032,34.4003,227.061,0,59.4685,222.531,67.6777,4.91472,4.29333,4.63861,3.9581,255,85.2244,0,156.715,136.298,44.2418,160.434,125.074,3.92361,3.99389,4.35417,9.41122,255,144.916,51.5002,141.849,157.687,49.6886,138.079,151.717,5.4575,4.61944,5.40861,3.9581,255,4.98032,0,188.132,43.4154,52.4683,195.169,59.4662,5.86806,5.93667,5.63083,3.9581,255,4.98032,10.7712,255,157.778,59.4685,222.531,67.6777,3.90667,4.25583,6.41194,11.8989,255,4.98032,67.4693,152.833,0,61.1213,155.184,47.3982,4.85028,3.99083,4.22139,3.9581,255,171.781,0,94.8277,167.079,30.2086,103.494,160.863,4.11806,4.00111,6.19306,3.9581,255,4.98032,23.4897,82.6722,0,25.0825,88.1017,27.9549,4.10944,3.79833,4.40111,3.9581,175.585,135.285,12.3673,80.7299,127.307,24.1311,80.7748,123.909,4.45444,5.53194,6.19028,3.9581,255,4.98032,120.426,255,34.6361,59.4685,222.531,67.6777,4.24028,5.35444,7.64639,3.9581,255,4.98032,120.678,255,0,71.2481,224.203,68.0812,4.26861,3.73972,3.86944,3.9581,135.954,240.815,0,71.0942,198.538,23.6239,75.821,196.297,4.08361,4.37222,4.45944,3.9581,255,123.21,67.2644,222.114,181.044,61.8907,214.208,169.114,3.83639,3.80694,5.64833,21.5426,181.302,4.98032,38.9462,62.1872,0,36.5177,64.6484,21.1093,4.42556,5.92278,7.96083,3.9581,255,4.98032,147.598,255,0,66.2941,223.495,67.9102,4.77583,4.13278,6.38306,3.9581,255,4.98032,0,75.0267,0,25.575,90.0299,28.51,5.28917,4.50056,4.29333,3.9581,255,157.289,0,196.361,206.195,55.5957,202.941,192.354,6.91139,6.90806,8.21889,3.9581,255,4.98032,0,255,0,59.4685,222.531,67.6777,6.12889,5.99778,7.02972,3.9581,255,4.98032,0,255,0,59.4685,222.531,67.6777,5.21278,5.06833,5.79917,3.9581,255,4.98032,0,255,34.7442,59.4685,222.531,67.6777,4.39972,4.21028,4.77722,3.9581,255,54.5666,17.3102,159.527,111.41,43.1191,156.839,101.27,3.98528,3.82972,4.10444,3.9581,196.314,195.04,31.3294,103.96,176.643,32.0434,102.634,173.019,3.7125,3.55417,3.79917,37.1095,3.56879,254.283,37.1128,54.5541,195.282,41.2336,57.3015,196.458,
0,0,63,3.81778,3.83194,5.27,28.7532,50.786,14.1013,36.0592,59.3387,25.5068,38.4594,61.2036,25.373,4.69028,5.06306,9.48389,3.9581,228.656,128.028,2.40242,174.016,144.861,52.2639,191.495,143.712,4.85028,4.36056,5.41111,3.9581,130.635,18.3245,0,97.3963,42.4198,33.1451,119.458,42.7313,3.89167,4.09278,4.99917,16.4949,91.2813,5.60471,41.925,103.186,32.0623,47.528,108.293,33.6464,5.43472,4.76833,6.68556,3.9581,188.196,54.1532,0,122.738,77.5261,42.7946,156.355,78.2623,5.89806,6.055,6.74611,3.9581,255,55.7987,0,255,130.394,60.0793,224.111,93.1304,3.97444,4.62722,9.41111,3.9581,168.521,126.143,59.7807,137.456,131.715,63.6253,143.098,130.776,4.81861,4.02583,4.89028,3.9581,81.1498,4.98032,0,46.6398,17.0848,20.0865,68.518,22.3566,4.18,4.195,8.58778,3.9581,106.5,104.722,14.1203,64.9251,97.547,20.9656,69.2331,96.9527,4.03389,3.81194,5.03,3.9581,47.5372,6.61285,9.80814,47.5467,17.6859,15.6189,50.9511,17.412,4.41583,5.77333,7.77139,3.9581,255,83.2521,73.8096,255,148.642,65.3273,226.192,115.58,4.305,5.71944,10.6367,3.9581,255,157.726,81.3746,255,194.836,78.5832,231.749,174.938,4.21361,3.70778,4.05278,3.9581,30.0646,4.98032,0,30.5097,0,12.8888,40.1672,14.4265,4.035,4.47694,5.25778,3.9581,147.3,13.7307,46.8115,155.708,53.0216,55.9022,164.416,51.829,3.8775,3.88417,7.64194,18.9319,59.148,79.821,31.8158,36.032,70.4081,30.7584,35.8908,70.3048,4.54222,6.33583,11.5447,3.9581,255,180.954,88.7503,255,233.31,70.6911,231.613,190.514,4.78917,4.295,8.55028,3.9581,121.145,103.741,0,51.8326,95.5511,21.0775,69.7181,95.9434,5.22722,4.48694,4.7325,3.9581,148.721,4.98032,0,107.604,32.1663,38.0471,138.808,42.7296,7.02361,7.42889,12.5092,3.9581,255,205.502,0,255,255,62.9234,231.479,205.42,6.19333,6.35722,9.92889,3.9581,255,139.524,0,255,193.158,61.6831,228.264,157.366,5.26472,5.34083,7.80083,3.9581,255,84.0314,0,209.713,123.033,60.6947,225.704,118.142,4.42944,4.33222,6.01278,3.9581,126.543,35.5976,0,106.22,56.0306,33.1759,119.143,55.5516,3.90861,3.8475,4.61917,13.5045,53.2942,4.98032,27.0535,65.1625,12.7236,31.0529,68.963,22.3904,3.61472,3.52083,3.88389,59.122,3.56879,4.98032,41.7235,29.9637,0,43.5483,30.8579,11.5927,
0,0,127,3.93944,4.46278,12.285,103.084,45.6252,48.3703,47.5381,43.8922,47.0501,47.9044,42.8881,47.1592,5.58639,7.26167,30.8986,3.9581,157.754,153.705,0,92.8013,145.468,36.429,128.622,149.218,5.04861,5.10806,11.8319,3.9581,72.6205,45.7647,0,42.3916,50.4748,24.2752,83.9436,55.458,4.01722,4.59139,10.1864,3.9581,51.1121,36.2567,31.8042,59.8613,43.0128,45.3723,68.1472,44.2028,5.78333,5.7825,16.1372,3.9581,99.8492,70.3843,0,38.5212,71.2227,29.1696,102.478,78.7652,6.1375,7.12528,15.18,3.9581,152.485,64.9332,0,128.198,93.7341,58.513,217.515,105.408,4.77389,7.19667,32.0386,3.9581,155.244,160.107,61.9502,118.946,153.38,67.1007,130.278,154.46,4.96389,4.465,9.62972,3.9581,45.7206,33.0207,0,1.21844,30.9038,13.5536,42.0568,35.2834,4.82194,6.02917,27.4917,3.9581,109.646,134.552,22.3228,49.8071,116.577,17.0003,52.6041,116.388,4.19361,4.17972,10.64,3.9581,33.2729,38.8855,4.34057,15.5659,34.1662,7.54635,17.75,34.2693,4.84972,7.405,20.8756,3.9581,163.28,97.2485,6.55759,179.166,125.282,72.6445,221.984,130.622,5.13056,8.24333,32.9581,3.9581,195.393,165.269,36.6949,174.715,174.408,73.8717,207.106,178.023,4.2175,3.90556,6.69361,3.9581,20.7626,15.6627,0,10.706,16.0216,8.34189,21.7225,17.2423,4.15083,5.23472,10.9297,3.9581,77.794,40.5612,26.356,97.8348,57.6637,58.6012,117.807,60.3916,4.38139,5.09611,23.2492,3.9581,72.1309,110.653,46.8201,16.4615,88.792,20.2002,13.7661,89.6039,5.58778,9.40778,38.0389,3.9581,239.547,193.765,16.2234,215.586,208.969,65.5319,231.876,205.965,5.58972,5.92556,26.5611,3.9581,105.539,129.315,0,3.2049,106.009,13.2651,37.8699,108.979,5.30778,4.99278,8.52278,3.9581,67.8824,26.5456,0,35.5676,36.2498,26.4673,93.0447,43.4975,8.26083,11.4228,46.0575,3.9581,255,238.665,0,210.79,252.883,63.8253,233.819,239.757,6.97556,9.1575,32.7975,3.9581,230.093,164.368,0,161.779,178.871,62.3396,229.965,182.938,5.79944,7.16278,22.8472,3.9581,153.935,108.385,0,112.751,118.804,47.7738,174.358,126.243,4.67611,5.36056,14.0214,3.9581,82.9032,58.3201,0,69.8293,65.0634,27.4621,96.1058,68.1126,3.99889,4.2425,8.75611,3.9581,36.0516,27.9157,23.9938,40.4349,31.5115,31.8662,45.3048,32.2049,3.57944,3.65944,5.43556,255,8.60648,7.90938,54.2018,30.4554,12.1061,56.93,25.8369,12.1602,
0,0,191,4.34861,5.8175,24.9375,41.6977,48.7505,54.6533,73.4561,51.163,52.5873,68.8848,43.5037,51.9787,7.03611,10.9981,69.0075,246.892,141.472,162.224,0,49.6614,141.251,25.466,85.242,145.336,5.45639,6.33556,23.3214,130.543,58.3263,50.6887,0,0,45.2439,17.8499,58.5306,52.9194,4.31444,5.69333,19.6936,38.7007,46.435,41.7758,39.8545,50.9792,44.3414,63.5009,58.1977,45.7726,6.46611,7.59917,34.2056,205.623,81.2695,77.3418,0,0,63.8435,20.4311,67.9349,75.6145,6.69472,9.11111,30.9533,222.248,108.241,69.3877,0,16.2494,72.3804,41.5606,151.039,91.0154,6.29417,11.3131,71.4017,193.043,146.987,168.055,88.8595,104.075,154.117,53.9833,100.343,153.334,5.29361,5.44083,18.0047,118.086,41.697,37.6182,0,0,30.1533,12.2876,36.8884,37.6444,6.18556,9.0825,61.6597,185.061,107.734,144.325,49.3142,37.0858,119.763,9.70606,22.9239,117.574,4.70028,5.19028,21.0558,71.2505,36.9503,45.1251,0,6.82672,37.6687,6.76531,14.3135,38.3668,5.84361,10.285,45.3164,159.718,128.957,104.477,0,105.152,111.665,52.5551,157.98,119.254,6.74972,12.7514,74.4794,226.233,172.081,175.55,24.7659,124.765,168.537,51.1731,152.288,172.037,4.37056,4.32,11.1442,43.6075,19.9333,20.636,0,0,17.8255,6.74928,15.0633,19.5362,4.56194,6.47972,20.8656,59.8568,60.9702,44.6574,0,62.0672,51.5516,60.198,87.8364,55.6065,5.67667,7.3575,52.1822,147.21,76.9167,121.224,69.6642,8.8896,94.2088,6.95965,12.3086,97.6868,7.35639,14.5028,86.0553,255,202.483,203.729,0,144.284,196.626,50.8416,183.775,201.714,6.98222,8.68806,60.2167,243.016,100.733,140.808,0,0,106.816,7.48053,13.7756,113.096,5.64333,5.86222,15.3778,144.701,49.5824,31.1373,0,0,27.3126,19.5926,65.9377,39.977,10.4378,17.7519,104.864,255,255,249.495,0,66.1802,228.073,64.0883,234.502,249.692,8.53139,13.5536,73.0125,255,186.025,171.977,0,45.8982,158.781,50.2415,182.303,176.944,6.80083,10.1947,49.9081,229.93,127.37,115.678,0,43.0819,108.668,35.8556,127.441,119.876,5.28917,7.04361,28.7508,117.745,71.2409,63.9969,0,34.0933,61.5113,21.4661,72.3935,66.5409,4.2325,5.18333,16.5278,31.3766,36.818,33.9769,33.3657,39.9286,35.5841,49.6285,44.6253,36.5468,3.7375,3.95361,8.40611,3.9581,12.3274,13.7754,62.2405,31.6951,16.3842,68.9528,24.1997,16.0132,
0,0,255,5.24944,7.50806,41.9703,52.7352,47.1214,55.5307,88.4345,51.3037,52.4966,9.39722,24.7406,48.7083,9.09028,15.6719,120.019,176.619,129.838,161.591,0,24.8023,134.349,17.0599,51.9721,137.181,6.21278,7.92917,38.21,85.0283,51.4877,50.4143,0,0,29.1475,14.116,43.7722,49.1358,4.95889,6.9925,32.2739,42.6294,41.7444,42.3341,18.17,33.1769,40.8326,48.7707,42.3123,42.3681,7.56,9.83444,57.3247,128.489,71.0348,76.4115,0,0,40.753,14.777,45.6065,69.5906,7.59222,11.4978,51,129.513,87.9116,67.8122,0,0,35.9402,31.3956,111.265,79.3864,8.44722,16.7747,127.294,156.508,140.849,171.471,255,154.774,161.661,21.8704,70.7503,149.143,5.93222,6.67833,29.5353,75.7676,38.4475,38.6046,0,0,15.5817,10.3183,28.9897,36.5545,7.97528,12.9125,105.872,141.648,102.176,142.376,189.619,81.1549,122.584,7.5216,13.8909,114.309,5.52361,6.43056,34.7983,62.0841,35.8347,45.771,0,0,31.8387,5.06459,7.04649,37.3954,7.10611,13.5747,74.7703,113.996,108.831,100.123,0,16.5574,91.655,32.8215,115.97,105.155,8.78417,17.7908,125.528,167.063,150.977,169.073,82.691,108.434,156.399,30.7576,105.88,155.608,4.81278,5.095,17.5531,37.4476,21.4742,22.2645,0,0,13.0621,7.04605,16.2348,21.0551,5.29194,8.0825,34.4872,54.195,53.0726,45.3475,0,1.78448,41.9217,18.7697,62.3051,49.8507,7.4475,10.2967,91.6906,124.908,75.7386,123.112,202.766,57.9251,100.511,7.01161,12.4553,99.2263,9.87889,20.6319,147.689,201.109,179.228,199.169,14.2297,105.297,181.751,37.182,130.261,184.797,8.92222,12.1672,103.46,171.377,94.67,139.1,0,0,98.2701,7.43718,13.6538,111.815,6.06639,6.82806,23.5228,80.2082,40.0208,30.4111,0,0,2.21805,15.1836,48.5786,35.0509,13.6108,26.4339,188.496,255,236.694,254.579,0,0,198.479,51.5145,184.984,241.091,10.7506,19.3981,129.364,228.001,166.97,174.283,0,0,131.646,38.4285,135.881,166.978,8.30972,14.0142,86.4008,152.188,113.241,115.926,0,0,89.1212,27.4479,94.4223,111.818,6.13972,9.19111,48.1036,82.6259,64.466,63.8734,0,0,51.3972,17.5722,57.0502,62.6882,4.76222,6.27944,26.2656,35.6357,34.235,34.1499,0,22.5051,32.5389,19.6755,32.3762,33.9025,3.92639,4.38806,12.2436,3.9581,13.5476,15.001,106.67,49.6674,20.0724,228.209,56.1822,23.6975,
0,63,0,4.0925,4.75861,4.88222,20.7028,28.0419,4.98032,255,36.4498,0,58.0859,49.2894,230.179,5.88889,7.99417,7.995,189.351,86.3857,243.194,0,4.92813,255,19.6354,66.7472,21.8544,5.78972,6.55917,5.36444,180.738,61.0496,39.732,255,0,0,21.2768,64.8067,233.888,4.31444,5.63667,4.83083,44.5634,44.3938,4.98032,255,52.719,0,51.5874,60.2466,232.647,6.4175,7.10722,6.24444,234.704,70.7899,110.756,255,0,0,16.3564,53.8566,18.2235,7.73028,10.9153,7.1775,255,136.866,182.165,255,22.4292,0,29.9875,107.297,33.5077,4.5475,6.86556,7.94639,67.7993,66.5063,239.593,0,37.0245,255,73.2249,61.8869,19.9692,5.44056,5.34472,4.65694,150.071,39.0273,4.98032,255,0,0,17.1453,48.2525,230.246,4.59333,5.45611,6.97972,72.2376,41.0817,167.22,0,1.25626,255,10.7353,31.6127,12.0958,4.29528,4.47917,4.65306,42.5887,22.6633,4.98032,255,21.4026,0,14.6035,37.9687,228.066,6.0125,10.6086,7.84278,200.037,131.61,231.907,0,85.4189,255,29.6417,105.944,33.1145,5.30028,9.60306,9.70139,137.575,114.316,255,0,62.6627,255,46.9926,93.6268,29.3678,4.63583,4.45694,4.07611,76.3227,22.2303,4.98032,255,11.4515,0,14.4789,37.4618,227.961,5.21694,7.69056,5.50444,130.095,81.0669,51.4812,255,63.9632,0,25.7835,82.7325,237.977,3.99278,4.52417,6.08944,8.6842,23.5376,98.6101,0,16.7601,255,70.87,30.2418,11.1445,6.19389,12.2725,10.7028,215.625,160.041,255,0,90.5785,255,35.0638,127.147,39.3032,5.41639,5.78417,7.05944,147.926,47.0848,173.254,0,0,255,11.4994,34.6545,12.9201,6.49611,7.12333,5.08944,241.38,71.0749,15.5287,255,0,0,23.0343,71.8097,235.469,10.4936,17.2992,12.1928,255,245.081,255,0,26.9554,255,51.1592,190.052,57.9364,8.67139,13.3358,9.84861,255,178.119,255,0,17.6347,255,37.9019,138.241,42.5624,6.93806,9.93,7.62139,255,119.95,215.434,0,23.5673,0,26.5733,93.938,29.6371,5.33444,6.88389,5.89111,140.629,66.8319,82.895,255,28.7905,0,16.2604,53.4784,18.1178,4.34639,5.07722,4.53361,47.8287,34.0542,4.98032,255,38.8314,0,16.8409,47.0261,229.983,3.74139,3.88333,3.87472,3.9581,10.6342,4.98032,255,40.3929,0,102.223,46.8408,229.292,
0,63,63,4.09611,4.92278,6.62194,18.7063,29.2155,38.7541,75.1506,37.8124,41.1293,78.3701,38.297,40.6866,6.08222,8.52667,13.3469,178.774,89.3233,163.699,0,6.6476,147.197,23.6237,77.2001,162.712,5.78583,6.65028,6.97556,156.568,58.5781,45.6137,0,0,23.0607,15.2516,48.5374,43.3292,4.36722,5.7825,6.20944,43.6273,44.0256,30.644,54.8677,45.7553,30.8401,48.9591,44.5338,30.4882,6.46833,7.37778,8.63028,207.337,70.5888,77.0084,0,0,46.5399,17.9651,58.1499,74.6681,7.84083,11.1917,9.28167,255,132.117,89.1603,0,0,46.9042,31.178,110.252,83.6064,4.71722,7.50889,13.4472,73.1643,72.7396,165.52,66.8084,72.6478,167.743,97.6705,78.111,168.188,5.44444,5.44222,5.92667,130.604,38.2239,24.9947,0,0,2.20588,10.6367,30.8008,23.2489,4.71472,5.88389,11.6581,72.9594,45.7422,132.934,0,22.2783,129.868,14.3398,41.1499,133.668,4.40528,4.59333,6.03972,46.9416,23.3693,27.2638,0,2.56487,22.7803,8.07071,20.2297,26.7395,6.10861,11.0108,11.3081,180.738,129.233,126.529,0,88.8562,116.101,32.0057,112.081,122.852,5.53861,10.2831,15.435,137.813,117.603,201.488,18.2941,102.346,199.799,45.972,106.374,200.754,4.67139,4.51556,4.66389,69.3964,21.9689,4.98032,0,0,0,7.51197,18.6508,8.65936,5.21111,7.82083,6.96861,112.554,77.8423,45.4797,0,51.1393,37.6271,19.9059,67.0884,42.5383,4.11389,4.83528,9.81139,20.4442,27.6748,98.9844,51.9369,32.826,101.784,76.7857,37.5961,101.995,6.37056,12.9633,17.4392,200.138,160.257,237.576,0,129.346,231.697,40.3297,140.829,234.976,5.58194,6.14333,11.3994,141.118,50.1133,128.203,0,0,111.73,14.7008,42.843,128.302,6.49417,7.1775,5.96639,209.235,67.296,25.7937,0,0,0,16.5135,54.3448,22.1343,10.5797,17.9806,20.405,255,239.241,255,0,0,233.393,56.0061,201.812,255,8.75583,13.8803,15.5208,255,174.758,203.036,0,0,159.888,41.7925,148.051,197.969,6.93528,10.2697,11.4883,241.445,117.39,129.83,0,1.05908,103.199,28.9306,99.7487,126.435,5.36778,7.04528,7.93306,124.704,65.1167,63.891,0,12.9134,51.4396,17.2179,55.6655,61.9641,4.35111,5.14694,5.72833,42.2143,33.1294,20.9743,0,26.965,19.1291,10.1463,28.9497,19.8814,3.73722,3.93194,4.29889,3.9581,11.0737,4.98032,121.004,33.1129,0,117.623,33.2062,11.4396,
0,63,127,4.35694,5.70583,13.1078,29.9966,34.8659,49.5142,210.416,70.0455,48.7417,160.419,56.2867,51.2671,6.79639,10.6572,33.3556,158.193,99.8428,155.56,0,0,128.873,23.3848,77.0977,141.649,6.00806,7.39861,13.0586,118.673,57.5209,49.2531,0,0,30.2018,15.5622,49.5553,49.1248,4.51167,6.34806,11.3225,39.0333,43.5529,40.0052,142.644,64.3456,41.9594,135.661,60.8907,44.2702,6.85028,8.35667,18.1314,160.862,70.0845,76.0379,0,0,44.8698,17.6834,57.1147,72.4146,8.15472,12.3278,17.8417,224.597,121.224,74.5146,0,0,45.4879,30.9841,109.583,80.8819,5.52861,9.80278,34.4553,94.0615,88.8425,161.28,255,118.605,148.841,160.298,90.5725,149.325,5.66833,5.95722,10.48,101.292,38.2834,35.4933,0,0,14.7963,10.9648,31.6799,34.6449,5.45972,7.58278,29.5117,90.4762,59.9468,135.547,0,0,115.307,13.7243,39.3043,118.791,4.61861,5.165,11.4461,45.1221,27.4176,40.6657,0,0,33.5369,8.50082,21.5549,37.2912,6.56528,12.69,24.1125,146.704,125.842,107.377,0,0,103.585,32.1272,113.094,108.579,6.28194,12.9,36.9806,132.515,128.517,174.409,221.023,140.747,166.278,169.817,129.189,167.127,4.72778,4.7825,7.10889,51.2341,22.0435,17.1597,0,0,8.5635,7.75527,19.3072,17.5313,5.47917,8.51611,12.4269,91.4896,72.1633,45.895,0,0,43.7759,19.9286,66.9161,49.6916,4.74222,6.04861,24.4725,52.036,39.52,109.258,80.8771,36.4172,95.4603,9.37219,22.6155,94.3773,7.30528,15.8075,42.4903,183.27,165.404,203.024,0,96.8752,191.805,39.6875,139.921,192.166,6.34306,7.69417,28.5964,135.586,61.4113,130.777,0,0,97.6048,13.7833,39.7158,114.798,6.62361,7.70611,9.72194,149.611,61.5683,31.4161,0,0,3.6324,16.8401,55.1606,35.5454,11.7244,21.8058,51.0797,255,240.934,247.574,0,0,194.608,56.7926,205.917,240.798,9.51667,16.4461,36.8378,255,173.475,173.667,0,0,134.5,41.6353,148.501,169.358,7.48333,12.0594,25.6319,191.982,117.799,115.313,0,0,91.2173,29.2069,101.364,112.772,5.69028,8.06194,15.7769,102.423,66.2335,63.6394,0,0,52.503,17.6708,57.4537,62.4148,4.51972,5.71389,9.81389,39.4959,34.9758,31.9116,0,11.4391,31.1137,10.862,31.3778,31.793,3.78417,4.08444,5.83278,3.9581,11.8492,9.97851,255,87.7175,15.7451,228.163,56.045,19.8484,
